,item id,item title,attachment id,attachment label,attachment title,attachment type,attachment description,attachment date,attachment contributors,attachment subjects,attachment series,attachment extent,attachment notes,attachment citation,attachment language,attachment identifier,attachment file access,attachment derivative access,attachment md,file id,file access count,file created,file location,file checksum,file mime,file original_filename,file size,file url,file type,media type,storage path,old item id,image id,document id,video id,audio id,generic file id
0,15262,"Track 01: Fred MacPherson “Our War With Japan”, 1944.",94271,Pyle-01_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61525,328,2012-09-07 21:29:01.848706+00:00,filestore/d9/0f/31/d90f31284d5771ac12be27d13bbc9b19,d90f31284d5771ac12be27d13bbc9b19,audio/mpeg,Pyle-01_SLP.mp3,11072540,/attachments/94271/content/Pyle-01_SLP.mp3,file,audio,d9/0f/31/d90f31284d5771ac12be27d13bbc9b19,,,,,61525,
1,15263,"Track 02: Unidentified speaker, sermon re: Sermon on the Mount. n.d.",94272,Pyle-02_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61526,291,2012-09-07 21:34:15.499578+00:00,filestore/8b/fb/60/8bfb60afe129a7efd25884941f176932,8bfb60afe129a7efd25884941f176932,audio/mpeg,Pyle-02_SLP.mp3,6518875,/attachments/94272/content/Pyle-02_SLP.mp3,file,audio,8b/fb/60/8bfb60afe129a7efd25884941f176932,,,,,61526,
2,15264,"Track 03: GHQ Program #1, June 16, 1945",94273,Pyle-03_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61527,206,2012-09-07 21:37:15.347650+00:00,filestore/5c/80/e6/5c80e683c459f7759dc55c01e4936704,5c80e683c459f7759dc55c01e4936704,audio/mpeg,Pyle-03_SLP.mp3,8789647,/attachments/94273/content/Pyle-03_SLP.mp3,file,audio,5c/80/e6/5c80e683c459f7759dc55c01e4936704,,,,,61527,
3,15265,"Track 04: GHQ Program #2, June 16, 1945",94274,Pyle-04_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61528,333,2012-09-07 21:55:29.896483+00:00,filestore/c9/22/b4/c922b49271e30b5a187c676a5eb83c02,c922b49271e30b5a187c676a5eb83c02,audio/mpeg,Pyle-04_SLP.mp3,8447757,/attachments/94274/content/Pyle-04_SLP.mp3,file,audio,c9/22/b4/c922b49271e30b5a187c676a5eb83c02,,,,,61528,
4,15266,"Track 05: GHQ Hometowners Prog. 265-3, July 28, 1945",94275,Pyle-05_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61529,717,2012-09-07 21:59:19.665057+00:00,filestore/f5/8a/9d/f58a9d6470d06b5c3e06507bce0698b6,f58a9d6470d06b5c3e06507bce0698b6,audio/mpeg,Pyle-05_SLP.mp3,10584202,/attachments/94275/content/Pyle-05_SLP.mp3,file,audio,f5/8a/9d/f58a9d6470d06b5c3e06507bce0698b6,,,,,61529,
5,15298,"Track 06: GHQ Hometowners Prog. 265-4, July 28, 1945.",94425,Pyle-06_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61720,219,2012-09-19 20:06:51.896564+00:00,filestore/02/4e/7a/024e7affe316b9b966155313d124ceb6,024e7affe316b9b966155313d124ceb6,audio/mpeg,Pyle-06_SLP.mp3,10736757,/attachments/94425/content/Pyle-06_SLP.mp3,file,audio,02/4e/7a/024e7affe316b9b966155313d124ceb6,,,,,61720,
6,15299,"Track 07: J. H. Pyle interview with Lt. Gen. Robert L. Eichelberger, August 31, 1945.",94426,Pyle-07_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61721,375,2012-09-19 20:11:24.853556+00:00,filestore/8b/61/1d/8b611d347a726d8066c00b8b1f54c52e,8b611d347a726d8066c00b8b1f54c52e,audio/mpeg,Pyle-07_SLP.mp3,4247685,/attachments/94426/content/Pyle-07_SLP.mp3,file,audio,8b/61/1d/8b611d347a726d8066c00b8b1f54c52e,,,,,61721,
7,15300,"Track 08: J. H. Pyle reports from Yokohama, September 1, 1945.",94427,Pyle-08_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61722,196,2012-09-19 20:14:46.920253+00:00,filestore/4f/2b/9a/4f2b9a0086f7952f7fb8424e421c5865,4f2b9a0086f7952f7fb8424e421c5865,audio/mpeg,Pyle-08_SLP.mp3,8312338,/attachments/94427/content/Pyle-08_SLP.mp3,file,audio,4f/2b/9a/4f2b9a0086f7952f7fb8424e421c5865,,,,,61722,
8,15301,"Track 09: Governor Pyle Reports on Meeting with Tribal Leaders, September 24, 1951.",94428,Pyle-09_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61723,262,2012-09-19 20:20:15.369138+00:00,filestore/63/95/68/63956827af8f3c25c3f68f8d0fc392cd,63956827af8f3c25c3f68f8d0fc392cd,audio/mpeg,Pyle-09_SLP.mp3,14660976,/attachments/94428/content/Pyle-09_SLP.mp3,file,audio,63/95/68/63956827af8f3c25c3f68f8d0fc392cd,,,,,61723,
9,15302,"Track 10: Grand Canyon Easter Services Part 2, March 25, 1951.",94429,Pyle-10_SLP.mp3,,,,,,,,,,,,,1,1,"{'type': [], 'title': [], 'citation': [], 'series': [], 'subject': [], 'description': [], 'contributor': [], 'notes': [], 'language': [], 'extent': [], 'identifier': []}",61724,813,2012-09-19 20:26:32.689322+00:00,filestore/f6/fe/b5/f6feb524df9e4ec87d1d877d6382f6ad,f6feb524df9e4ec87d1d877d6382f6ad,audio/mpeg,Pyle-10_SLP.mp3,14101073,/attachments/94429/content/Pyle-10_SLP.mp3,file,audio,f6/fe/b5/f6feb524df9e4ec87d1d877d6382f6ad,,,,,61724,
